cont,providername,providerid,region,period,usagecategory,product,productdetail,cost,tag:user:name
4693,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Compute,Lambda: All,Lambda: All,2.749568085,prod-valet
4694,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Storage,Elastic File System,Elastic File System,92.69670755,prod-ingestor
4695,cropwise-databus-prod,5.69741E+11,us-east-2,202203,Requests,S3,S3,26.1833914,prod-ingestor-pessl
4696,cropwise-databus-prod,5.69741E+11,us-east-2,202201,NatGateway,EC2: All,Data Transfer,14.01862154,prod-valet-analytics
4697,cropwise-databus-prod,5.69741E+11,us-east-2,202203,NatGateway,EC2: All,Data Transfer,6.679071824,prod-valet
4698,cropwise-databus-prod,5.69741E+11,us-east-2,202209,Requests,S3,S3,8.5591954,prod-ingestor-pessl
4699,cropwise-databus-prod,5.69741E+11,us-east-2,202210,DataProcessing-Bytes,CloudWatch,CloudWatch,0.038055888,prod-valet
4700,cropwise-databus-prod,5.69741E+11,eu-west-3,202209,PaidEventsRecorded,CloudTrail,CloudTrail,0.01656,
4701,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Data Transfer - Internet (Out),Lambda: All,Data Transfer,0.034123221,
4702,cropwise-databus-prod,5.69741E+11,us-east-2,202204,NatGateway,EC2: All,EC2: All,64.8,prod-valet-analytics
4703,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Data Transfer - Internet (In),Elastic Search,Data Transfer,0,prod-valet
4704,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Compute,Lambda: All,Lambda: All,3.377960797,prod-api-auth
4705,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - CloudFront - In,Lambda: All,Data Transfer,0,
4706,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Data Transfer - Region to Region (In),S3,Data Transfer,0,
4707,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Data Transfer - Region to Region (Out),S3,Data Transfer,0.003921948,prod-ingestor
4708,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Data Transfer - CloudFront - Out,Lambda: All,Data Transfer,0,
4709,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Data Transfer - CloudFront - Out,EC2: All,Data Transfer,0,prod-ingestor
4710,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Requests-Tier1,SQS: Messaging,SQS: Messaging,11.6417732,prod-cropwise-observations-v2
4711,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Data Transfer - Internet (In),Elastic Search,Data Transfer,0,prod-valet
4712,cropwise-databus-prod,5.69741E+11,us-east-2,202212,us-east-2-KMS-Keys,Key Management,Key Management,0.999999984,prod-valet
4713,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Data Transfer - Region to Region (Out),EC2: All,Data Transfer,2.237965435,prod-ingestor
4714,cropwise-databus-prod,5.69741E+11,us-east-2,202206,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.000855499,prod-valet-observations
4715,cropwise-databus-prod,5.69741E+11,us-east-2,202203,RDS:ProxyUsage,RDS: All,RDS: All,178.56,prod-valet-analytics
4716,cropwise-databus-prod,5.69741E+11,us-east-2,202209,Requests,S3,S3,1.36E-05,prod-ingestor-trapview
4717,cropwise-databus-prod,5.69741E+11,us-west-2,202209,InsightsEvents,CloudTrail,CloudTrail,0.0028805,
4718,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Storage,S3,S3,0.00041926,prod-ingestor-clearag
4719,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Data Transfer - Internet (Out),RDS: All,Data Transfer,0.001806287,prod-valet-analytics
4720,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Data Transfer - Region to Region (Out),EC2: All,Data Transfer,0.005335324,prod-valet-analytics
4721,cropwise-databus-prod,5.69741E+11,us-east-2,202211,DataProcessing-Bytes,CloudWatch,CloudWatch,7.458017325,prod-api-auth
4722,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Data Transfer - Internet (Out),SNS: Notifications,Data Transfer,1.144003178,prod-valet-observations
4723,cropwise-databus-prod,5.69741E+11,us-east-2,202207,VpcEndpoint-Bytes,VPC,VPC,74.39732936,
4724,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Data Transfer - Region to Region,Elastic Search,Data Transfer,0.026826236,prod-valet
4725,cropwise-databus-prod,5.69741E+11,eu-north-1,202205,FreeEventsRecorded,CloudTrail,CloudTrail,0,
4726,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Requests,S3,S3,50.20768,prod-ingestor
4727,cropwise-databus-prod,5.69741E+11,us-east-2,202209,Data Transfer - Region to Region (Out),S3,Data Transfer,2.11E-07,prod-valet
4728,cropwise-databus-prod,5.69741E+11,us-east-2,202304,IADataAccess-Bytes,Elastic File System,Elastic File System,3.269423832,prod-ingestor
4729,cropwise-databus-prod,5.69741E+11,us-east-2,202304,TagStorage-TagHrs,Taxes,Taxes,0,
4730,cropwise-databus-prod,5.69741E+11,eu-north-1,202302,FreeEventsRecorded,CloudTrail,CloudTrail,0,
4731,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Data Transfer - Region to Region (In),EC2: All,Data Transfer,0.002610238,prod-valet-analytics
4732,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - Internet (Out),Elastic Load Balancer: All,Data Transfer,0.083581698,
4733,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Data Transfer - Internet (In),S3,Data Transfer,0,prod-ingestor
4734,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - Internet (Out),Lambda: All,Data Transfer,0.034046365,
4735,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Data Transfer - Region to Region (In),Elastic Load Balancer: All,Data Transfer,3.99E-06,
4736,cropwise-databus-prod,5.69741E+11,eu-central-1,202205,PaidEventsRecorded,CloudTrail,CloudTrail,0.00952,
4737,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Data Transfer - CloudFront - In,Lambda: All,Data Transfer,0,
4738,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Requests,S3,S3,0.0967708,prod-scheduled-tasks
4739,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Compute,Lambda: All,Lambda: All,693.1535448,prod-ingestor-cropwise
4740,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Storage,S3,S3,0.533808261,
4741,cropwise-databus-prod,5.69741E+11,us-east-2,202210,VendedLog-Bytes,CloudWatch,CloudWatch,0.034551916,
4742,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Data Transfer - Internet (Out),DynamoDB,Data Transfer,2.82E-05,
4743,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Data Transfer - Internet (Out),S3,Data Transfer,0.439116147,
4744,cropwise-databus-prod,5.69741E+11,us-east-2,202205,TimedStorage-ByteHrs,CloudWatch,CloudWatch,1.40E-05,prod-ingestor-cnh
4745,cropwise-databus-prod,5.69741E+11,us-east-2,202304,DataProcessing-Bytes,CloudWatch,CloudWatch,0.010123255,prod-isoxml-prescription-converter
4746,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Storage,S3,S3,4.455091205,prod-ingestor-sencrop
4747,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Data Transfer - Region to Region (Out),S3,Data Transfer,7.54E-08,prod-valet-observations
4748,cropwise-databus-prod,5.69741E+11,eu-central-1,202212,FreeEventsRecorded,CloudTrail,CloudTrail,0,
4749,cropwise-databus-prod,5.69741E+11,eu-west-2,202210,InsightsEvents,CloudTrail,CloudTrail,0.000567,
4750,cropwise-databus-prod,5.69741E+11,us-east-2,202208,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.000917883,prod-ingestor-cropwise
4751,cropwise-databus-prod,5.69741E+11,us-east-2,202206,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.007106859,prod-ingestor-sencrop
4752,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202204,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
4753,cropwise-databus-prod,5.69741E+11,us-east-2,202301,TimedStorage-ByteHrs,CloudWatch,CloudWatch,1.54E-06,prod-ingestor
4754,cropwise-databus-prod,5.69741E+11,us-east-2,202203,Storage,S3,S3,0.052475652,
4755,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - Region to Region (Out),S3,Data Transfer,8.31E-08,prod-ingestor-arable
4756,cropwise-databus-prod,5.69741E+11,us-east-2,202207,WarmStorage-ByteHrs-EFS,AWS Backup,AWS Backup,0.130536667,
4757,cropwise-databus-prod,5.69741E+11,eu-north-1,202201,Data Transfer - Internet (Out),DynamoDB,Data Transfer,1.07E-07,
4758,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Requests,S3,S3,3.68E-05,prod-ingestor-trapview
4759,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - Region to Region (Out),S3,Data Transfer,6.02E-08,prod-ingestor-arable
4760,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202205,InsightsEvents,CloudTrail,CloudTrail,0.0008575,
4761,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Data Transfer - Region to Region (Out),S3,Data Transfer,0.002438087,prod-ingestor
4762,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Data Transfer - Region to Region (Out),S3,Data Transfer,6.02E-08,prod-ingestor-sencrop
4763,cropwise-databus-prod,5.69741E+11,us-east-2,202302,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.002608269,prod-ingestor-pessl
4764,cropwise-databus-prod,5.69741E+11,us-east-2,202207,DataProcessing-Bytes,CloudWatch,CloudWatch,0.005936405,prod-ingestor
4765,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Data Transfer - Internet (Out),API Gateway,Data Transfer,0.001110102,
4766,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Requests,Lambda: All,Lambda: All,1.12E-05,prod-cropwise-observations-create-kafka-topics
4767,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Storage,S3,S3,0.584994571,prod-ingestor-arable
4768,cropwise-databus-prod,5.69741E+11,eu-north-1,202208,Data Transfer - Internet (Out),DynamoDB,Data Transfer,1.34E-07,
4769,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Data Transfer - Region to Region (Out),S3,Data Transfer,0.020220638,prod-ingestor
4770,cropwise-databus-prod,5.69741E+11,us-east-2,202212,AmazonEKS-Hours:perCluster,Kubernetes/EKS,Kubernetes/EKS,3.015591444,
4771,cropwise-databus-prod,5.69741E+11,ap-southeast-1,202210,InsightsEvents,CloudTrail,CloudTrail,0.0002205,
4772,cropwise-databus-prod,5.69741E+11,ap-south-1,202211,CW:Requests,CloudWatch,CloudWatch,0,
4773,cropwise-databus-prod,5.69741E+11,us-east-2,202306,EBS:VolumeUsage.gp2,EC2: All,EC2: Volumes,127.254212,
4774,cropwise-databus-prod,5.69741E+11,us-east-2,202306,TimedPITRStorage-ByteHrs,DynamoDB,DynamoDB,0.018964647,prod-valet
4775,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Internet (In),Elastic Load Balancer: All,Data Transfer,0,
4776,cropwise-databus-prod,5.69741E+11,us-east-2,202306,NatGateway,EC2: All,EC2: All,42.57,prod-valet
4777,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Requests,Lambda: All,Lambda: All,7.46E-05,prod-scheduled-tasks
4778,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Internet (In),EC2: All,Data Transfer,0,prod-valet-analytics
4779,cropwise-databus-prod,5.69741E+11,us-east-2,202306,ApiGatewayRequest,API Gateway,API Gateway,2.0539365,prod-valet
4780,cropwise-databus-prod,5.69741E+11,us-east-2,202306,PaidEventsRecorded,CloudTrail,CloudTrail,5.81248,
4781,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Region to Region,Elastic Search,Data Transfer,0.775349418,prod-valet
4782,cropwise-databus-prod,5.69741E+11,us-east-2,202306,TimedStorage-ByteHrs,CloudWatch,CloudWatch,5.76E-06,prod-ingestor-cost-metering
4783,cropwise-databus-prod,5.69741E+11,us-east-1,202306,InsightsEvents,CloudTrail,CloudTrail,0.1216985,
4784,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Write Capacity Units,DynamoDB,DynamoDB,0.002496,prod-valet-observations
4785,cropwise-databus-prod,5.69741E+11,us-east-2,202306,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.000687722,prod-ingestor-arable
4786,cropwise-databus-prod,5.69741E+11,us-east-2,202305,ApiGatewayRequest,API Gateway,API Gateway,0.000427,prod-isoxml-prescription-converter
4787,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Storage,S3,S3,1.596377139,prod-ingestor-arable
4788,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - Region to Region (Out),S3,Data Transfer,5.94E-07,prod-cropwise-observations
4789,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - Region to Region (Out),S3,Data Transfer,6.69E-08,prod-infra-efs
4790,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Storage,S3,S3,0.566428186,prod-ingestor-veris
4791,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - Region to Region (In),S3,Data Transfer,0,prod-ingestor
4792,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Data Transfer - Region to Region (Out),S3,Data Transfer,7.54E-08,prod-ingestor-arable
4793,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Requests-Tier1,SNS: Notifications,SNS: Notifications,8.50E-06,prod-valet
4794,cropwise-databus-prod,5.69741E+11,sa-east-1,202205,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
4795,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Internet (In),S3,Data Transfer,0,prod-cropwise-observations
4796,cropwise-databus-prod,5.69741E+11,us-east-1,202302,Data Transfer - Internet (Out),S3,Data Transfer,0,prod-cropwise-observations
4797,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Requests-Tier1,SNS: Notifications,SNS: Notifications,6.50E-06,
4798,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Requests,Lambda: All,Lambda: All,2.60E-06,
4799,cropwise-databus-prod,5.69741E+11,us-east-2,202211,ReadRequestUnits,Taxes,Taxes,0,
4800,cropwise-databus-prod,5.69741E+11,ca-central-1,202203,CW:Requests,CloudWatch,CloudWatch,0,
4801,cropwise-databus-prod,5.69741E+11,us-east-2,202302,PaidS3DataEventsAnalyzed,Taxes,Taxes,0,
4802,cropwise-databus-prod,5.69741E+11,us-east-2,202210,RDS:GP2-Storage,Taxes,Taxes,0,
4803,cropwise-databus-prod,5.69741E+11,eu-west-1,202208,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
4804,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Data Transfer - Region to Region (Out),S3,Data Transfer,5.67E-08,prod-ingestor-groguru
4805,cropwise-databus-prod,5.69741E+11,us-east-2,202212,DeliveryAttempts-SQS,SNS: Notifications,SNS: Notifications,0,prod-valet
4806,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202208,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
4807,cropwise-databus-prod,5.69741E+11,eu-west-2,202202,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
4808,cropwise-databus-prod,5.69741E+11,us-east-2,202306,IADataAccess-Bytes,Elastic File System,Elastic File System,0.000546875,prod-ingestor
4809,cropwise-databus-prod,5.69741E+11,us-east-2,202304,ReadRequestUnits,Taxes,Taxes,0,
4810,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Region to Region (Out),S3,Data Transfer,3.15E-08,prod-ingestor-pessl
4811,cropwise-databus-prod,5.69741E+11,us-east-2,202306,TimedStorage-ByteHrs,Taxes,Taxes,0,
4812,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Request,Taxes,Taxes,0,
4813,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Data Transfer,Taxes,Taxes,0,
4814,cropwise-databus-prod,5.69741E+11,us-east-2,202209,us-east-2-KMS-Requests,Key Management,Key Management,0.000438,
4815,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Region to Region (Out),S3,Data Transfer,7.20E-09,prod-valet-obs-migration
4816,cropwise-databus-prod,5.69741E+11,us-east-2,202211,PaidEventsRecorded,Taxes,Taxes,0,
4817,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202209,PaidEventsRecorded,Taxes,Taxes,0,
4818,cropwise-databus-prod,5.69741E+11,us-east-2,202304,NatGateway-Bytes,Taxes,Taxes,0,
4819,cropwise-databus-prod,5.69741E+11,us-east-1,202211,Data Transfer - Region to Region (Out),S3,Data Transfer,1.42E-06,
4820,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Compute,Lambda: All,Lambda: All,4.20E-06,
4821,cropwise-databus-prod,5.69741E+11,us-east-2,202301,IADataAccess-Bytes,Taxes,Taxes,0,
4822,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Aurora:BackupUsage,Taxes,Taxes,0,
4823,cropwise-databus-prod,5.69741E+11,us-east-2,202301,IA-WriteRequestUnits,Taxes,Taxes,0,
4824,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Aurora:BackupUsage,Taxes,Taxes,0,
4825,cropwise-databus-prod,5.69741E+11,us-east-2,202209,ES:GP2-Storage,Taxes,Taxes,0,
4826,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Event-64K-Chunks,CloudWatch Events,CloudWatch Events,7.80E-05,
4827,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Kafka.m5.large,Taxes,Taxes,0,
4828,cropwise-databus-prod,5.69741E+11,us-east-1,202209,Data Transfer - Region to Region (Out),S3,Data Transfer,3.40E-09,prod-ingestor
4829,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Lambda-GB-Second,Taxes,Taxes,0,
4830,cropwise-databus-prod,5.69741E+11,us-east-2,202211,IA-ReadRequestUnits,Taxes,Taxes,0,
4831,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Kafka.Storage.GP2,Taxes,Taxes,0,
4832,cropwise-databus-prod,5.69741E+11,eu-north-1,202205,Data Transfer - Internet (Out),DynamoDB,Data Transfer,1.07E-07,
4833,cropwise-databus-prod,5.69741E+11,eu-central-1,202206,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
4834,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202205,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
4835,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Data Transfer - Internet (In),CloudWatch Events,Data Transfer,0,
4836,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
4837,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Storage,S3,S3,3.831784808,prod-ingestor-sencrop
4838,cropwise-databus-prod,5.69741E+11,us-east-2,202306,DataProcessing-Bytes,CloudWatch,CloudWatch,17.91975561,prod-ingestor-trapview
4839,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Requests-Tier1,SQS: Messaging,SQS: Messaging,9.7738804,prod-ingestor-sencrop
4840,cropwise-databus-prod,5.69741E+11,ap-south-1,202306,FreeEventsRecorded,CloudTrail,CloudTrail,0,
4841,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Internet (Out),RDS: All,Data Transfer,0.000858727,prod-rds-cropwise-observations
4842,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Requests,Lambda: All,Lambda: All,0.0484612,prod-ingestor-john-deere
4843,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Read Capacity Units,DynamoDB,DynamoDB,0.746789375,prod-valet
4844,cropwise-databus-prod,5.69741E+11,Europe,202306,CloudFront Internet,CloudFront: CDN,CloudFront: CDN,0,
4845,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Inter AZ (Out),EC2: All,Data Transfer,3.322111323,prod-cropwise-observations-cfstack
4846,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Data Transfer - Internet (Out),SNS: Notifications,Data Transfer,1.01E-05,prod-scheduled-tasks
4847,cropwise-databus-prod,5.69741E+11,ap-northeast-1,202304,Data Transfer - Internet (In),CloudWatch Events,Data Transfer,0,
4848,cropwise-databus-prod,5.69741E+11,us-east-1,202211,Requests,S3,S3,1.00E-05,prod-infra-efs
4849,cropwise-databus-prod,5.69741E+11,us-east-2,202207,CW:GMD-Metrics,CloudWatch,CloudWatch,0.0002,
4850,cropwise-databus-prod,5.69741E+11,us-west-2,202211,CW:Requests,CloudWatch,CloudWatch,5.00E-05,
4851,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202206,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
4852,cropwise-databus-prod,5.69741E+11,us-east-2,202302,DataProcessing-Bytes,Taxes,Taxes,0,
4853,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202209,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
4854,cropwise-databus-prod,5.69741E+11,us-east-1,202303,Data Transfer - Internet (Out),S3,Data Transfer,1.62E-06,prod-cropwise-observations
4855,cropwise-databus-prod,5.69741E+11,us-east-2,202203,Data Transfer - Region to Region (Out),S3,Data Transfer,7.50E-08,prod-ingestor-pessl
4856,cropwise-databus-prod,5.69741E+11,us-east-1,202304,Requests,S3,S3,9.60E-06,prod-ingestor-veris
4857,cropwise-databus-prod,5.69741E+11,us-east-1,202304,Requests,S3,S3,1.00E-05,prod-ingestor-pessl
4858,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Data Transfer - Region to Region (Out),S3,Data Transfer,5.32E-08,prod-ingestor-trapview
4859,cropwise-databus-prod,5.69741E+11,us-east-2,202209,Data Transfer - Region to Region (Out),S3,Data Transfer,7.52E-08,prod-ingestor-veris
4860,cropwise-databus-prod,5.69741E+11,us-east-2,202209,Requests-Tier2,Taxes,Taxes,0,
4861,cropwise-databus-prod,5.69741E+11,us-east-1,202306,Requests,S3,S3,1.12E-05,prod-observation-files-upload
4862,cropwise-databus-prod,5.69741E+11,us-east-2,202306,TagStorage-TagHrs,S3,S3,5.598869333,prod-ingestor-arable
4863,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Requests-Tier1,SNS: Notifications,SNS: Notifications,0.001131,prod-scheduled-tasks
4864,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Requests-Tier1,SQS: Messaging,SQS: Messaging,7.60E-06,
4865,cropwise-databus-prod,5.69741E+11,us-east-2,202201,Data Transfer - Region to Region (Out),S3,Data Transfer,3.81E-08,prod-ingestor
4866,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Data Transfer - Region to Region,Streaming for Kafka,Data Transfer,0.042321795,
4867,cropwise-databus-prod,5.69741E+11,us-east-2,202202,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.003033084,prod-valet-observations
4868,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - Internet (Out),SNS: Notifications,Data Transfer,4.96E-07,prod-valet
4869,cropwise-databus-prod,5.69741E+11,us-east-1,202303,Requests,S3,S3,1.08E-05,prod-ingestor-arable
4870,cropwise-databus-prod,5.69741E+11,us-east-1,202204,Requests,S3,S3,1.04E-05,prod-ingestor-arable
4871,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Data Transfer - Internet (Out),Step Functions,Data Transfer,5.29E-08,
4872,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - Region to Region (In),S3,Data Transfer,0,prod-cropwise-observations
4873,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Region to Region (Out),S3,Data Transfer,4.74E-08,prod-ingestor-veris
4874,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Data Transfer - Internet (Out),S3,Data Transfer,0.053026135,prod-ingestor-arable
4875,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202203,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
4876,cropwise-databus-prod,5.69741E+11,us-east-2,202304,ESInstance:m6g.large,Taxes,Taxes,0,
4877,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - Inter AZ (Out),EC2: All,Data Transfer,0.000233263,
4878,cropwise-databus-prod,5.69741E+11,Canada,202302,CloudFront Internet,CloudFront: CDN,CloudFront: CDN,0,
4879,cropwise-databus-prod,5.69741E+11,Canada,202210,CloudFront Internet,CloudFront: CDN,CloudFront: CDN,0,
4880,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Requests-Tier1,SQS: Messaging,SQS: Messaging,6.40E-06,
4881,cropwise-databus-prod,5.69741E+11,sa-east-1,202209,CW:Requests,CloudWatch,CloudWatch,0,
4882,cropwise-databus-prod,5.69741E+11,us-east-2,202209,Data Transfer - CloudFront - In,EC2: All,Data Transfer,0,prod-valet
4883,cropwise-databus-prod,5.69741E+11,us-east-2,202210,us-east-2-KMS-Requests,Key Management,Key Management,0.000291,
4884,cropwise-databus-prod,5.69741E+11,us-east-2,202210,AWSSecretsManager-Secrets,Taxes,Taxes,0,
4885,cropwise-databus-prod,5.69741E+11,us-east-2,202202,IADataAccess-Bytes,Elastic File System,Elastic File System,0.078066406,prod-ingestor
4886,cropwise-databus-prod,5.69741E+11,us-east-2,202210,DataProcessing-Bytes,Taxes,Taxes,0,
4887,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Storage,S3,S3,5.02E-05,prod-ingestor-cost-metering
4888,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Requests-FIFO-Tier1,Taxes,Taxes,0,
4889,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Data Transfer - Internet (Out),DynamoDB,Data Transfer,4.59E-07,
4890,cropwise-databus-prod,5.69741E+11,ca-central-1,202209,PaidEventsRecorded,Taxes,Taxes,0,
4891,cropwise-databus-prod,5.69741E+11,us-east-2,202303,IA-ReadRequestUnits,Taxes,Taxes,0,
4892,cropwise-databus-prod,5.69741E+11,us-east-2,202211,EBS:VolumeUsage.gp2,Taxes,Taxes,0,
4893,cropwise-databus-prod,5.69741E+11,us-east-2,202305,ES:GP3-Storage,Taxes,Taxes,0,
4894,cropwise-databus-prod,5.69741E+11,us-east-2,202302,TimedPITRStorage-ByteHrs,Taxes,Taxes,0,
4895,cropwise-databus-prod,5.69741E+11,us-east-2,202304,IATimedStorage-ByteHrs,Taxes,Taxes,0,
4896,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Compute,Lambda: All,Lambda: All,0.032266731,prod-infra-efs
4897,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Data Transfer - CloudFront - Out,EC2: All,Data Transfer,0,prod-valet
4898,cropwise-databus-prod,5.69741E+11,us-east-2,202303,XRay-TracesStored,Taxes,Taxes,0,
4899,cropwise-databus-prod,5.69741E+11,us-east-2,202210,DeliveryAttempts-SQS,SNS: Notifications,SNS: Notifications,0,prod-ingestor
4900,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Requests-Tier1,SQS: Messaging,SQS: Messaging,0.3132632,prod-ingestor-cropwise
4901,cropwise-databus-prod,5.69741E+11,eu-central-1,202303,FreeEventsRecorded,CloudTrail,CloudTrail,0,
4902,cropwise-databus-prod,5.69741E+11,us-east-2,202202,NatGateway,EC2: All,EC2: All,60.48,prod-valet
4903,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - Inter AZ (In),EC2: All,Data Transfer,4.04815656,prod-cropwise-observations-cfstack
4904,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Requests-Tier1,SQS: Messaging,SQS: Messaging,0.8040332,prod-ingestor-cnh
4905,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - Internet (Out),S3,Data Transfer,12.71297686,prod-ingestor
